,latitude,longitude
261000,41.87143362827226,-87.73237863874343
062600,41.93587896428571,-87.67142835714287
110100,41.988240010781674,-87.76996212668466
260900,41.87137560919539,-87.72393181609196
270500,41.877274413793096,-87.71714852216749
520100,41.71500324277456,-87.53245850289021
611400,41.80495182352939,-87.67212888235295
610300,41.816823529702994,-87.67387429207922
610800,41.81301819626167,-87.63823355140187
611000,41.8051348490566,-87.64993541509433
062700,41.93570062337663,-87.66579898701295
120300,41.99020069444446,-87.73971604444449
271800,41.87153945070424,-87.69864756338028
520400,41.70310105405406,-87.53049407207207
260500,41.87580567346941,-87.73790273469388
260600,41.876335630434774,-87.73276776811593
580700,41.81817455445545,-87.68667072277229
061200,41.94921772413793,-87.66124791379309
590500,41.82699551968505,-87.67920142519685
590600,41.826682792682924,-87.67344390243905
590700,41.82666593388431,-87.6632654710744
600600,41.842290638888926,-87.65575694444443
600700,41.840604008196735,-87.660306442623
060400,41.95055349206348,-87.66649852380952
060500,41.952517106666654,-87.6602368533333
060900,41.948930695121945,-87.64494300000001
061000,41.949064109375,-87.65202240625
062000,41.94288244444445,-87.6467278888889
062100,41.94287264102564,-87.65175132051282
260400,41.88426993023254,-87.73737720930231
260800,41.87635246153849,-87.72312673076922
630800,41.789843873417716,-87.69851181012658
100300,41.98974181858405,-87.80669462831861
100400,41.99013641666665,-87.81789051111114
100500,41.97781375725592,-87.82148642216356
283100,41.86892905813953,-87.66368560465115
271200,41.87731995867766,-87.7034626033058
610400,41.81044225000001,-87.66751476923079
611100,41.80528981707318,-87.6575604390244
611300,41.80475871232878,-87.66725334246576
062300,41.941341468085106,-87.66159917021277
062500,41.94161573584907,-87.67127354716982
070700,41.92897959349593,-87.67393847154476
071100,41.92169475714285,-87.65135324285718
071300,41.92173488709677,-87.64156396774196
140200,41.97116930327869,-87.7131408442623
070600,41.928652602739724,-87.66540569863015
120400,41.977403795539054,-87.75261973977696
130100,41.99147912727274,-87.72051859999999
130200,41.98062485273971,-87.73647222602739
140100,41.97112861842106,-87.70585493421054
283200,41.870073208791204,-87.65918775824174
140400,41.97153441818181,-87.73892361818179
292400,41.85459178125001,-87.72251188541668
282700,41.8720853255814,-87.68859237984495
292500,41.85522833742332,-87.73237162576689
300600,41.84801238823529,-87.71735644705879
300700,41.84888914851487,-87.71240529702972
282800,41.869634316831664,-87.68475190099011
283800,41.86262580555557,-87.65358558333335
290900,41.861790794701996,-87.7331226622516
291600,41.85778403773585,-87.69205845283017
630200,41.80237198113208,-87.69339124528307
271300,41.87691476612905,-87.70877781451613
280900,41.87865667073172,-87.68494546341462
611700,41.79782513698631,-87.67245606849319
612100,41.79749303846153,-87.64785980769231
070300,41.92913569411767,-87.65156742352946
300500,41.84732014444447,-87.7221009
291200,41.8625596728972,-87.71296490654207
620300,41.78948273049645,-87.72972751063831
620400,41.79020317757009,-87.71853918691586
630100,41.79952515384613,-87.68142823076924
630300,41.798449663366334,-87.7087317821782
630400,41.797480604395616,-87.6990059010989
630500,41.79750363095237,-87.68863585714287
110300,41.975267204225375,-87.78281078169012
110400,41.97307424374999,-87.77155359375003
280100,41.885071732484064,-87.64362921019107
120100,41.99924390785908,-87.77523045257459
280800,41.87881822988505,-87.68903574712641
120200,41.99530046863468,-87.75789774907753
271400,41.876817530973454,-87.7128051415929
071000,41.921800684931505,-87.65583023287672
281900,41.87916602962962,-87.64296112592594
550100,41.66712571641788,-87.53761471268655
071200,41.92199714925372,-87.6460706567164
611500,41.805042145454536,-87.67936115454549
611800,41.797867873015875,-87.66712188888891
611900,41.79787148809525,-87.65997989285714
612000,41.79771224050633,-87.65200302531642
620100,41.79752385849056,-87.71814469811322
620200,41.79565284920635,-87.73023602380947
070200,41.92911386363636,-87.64599586363639
070400,41.92875002197803,-87.65632910989008
070500,41.92865593684211,-87.66078928421055
130300,41.986250373737384,-87.71281089898993
292200,41.856909859813086,-87.71541046728967
630900,41.789602340659336,-87.70892242857144
